image_number,img_path,text
000000001424,000000001424.png,little girls sitting at a table with a birthday cake in the middle 
000000019523,000000019523.png,People attaching their bikes to the front of a bus.
000000001011,000000001011.png,People are walking along a sidewalk with their luggage.
000000020935,000000020935.png,"In public Spaces, many people sit at tables"
000000013159,000000013159.png,Sign pointing to red fire hydrant in a rural area
000000012938,000000012938.png,A young man riding a skateboard down a sidewalk.
101859883,101859883.png,A woman in a headscarf uses a telescope to look out over the city and bay .
000000001453,000000001453.png,A few people are on small boats in a channel.
000000016673,000000016673.png,A tall giraffe standing next to a rock mound.
000000024571,000000024571.png,a man in white holding a bat on the field playing
000000003535,000000003535.png,there is a construction working fixing a street sign
000000033631,000000033631.png,A man opening a book on a bench next to a man sleeping. 
000000003481,000000003481.png,The black bear is over by the trees and the swingset.
000000035589,000000035589.png,a baseball player is up to bat at a game
1012150929,1012150929.png,A young boy plays a video game in a McDonald 's restaurant .
000000027611,000000027611.png,"Men on skateboards on the road, talking to women on motorcycles"
000000003320,000000003320.png,Three people walking onto a boat holding luggage.
000000016412,000000016412.png,People walking and cars travelling in the rain.
000000010936,000000010936.png,The cars are parked next to where the cattle are walking.
000000023603,000000023603.png,A boy tries to make a goal in a game of soccer.
000000002142,000000002142.png,a person sitting on a bench and feeding birds 
000000026209,000000026209.png,The man is working on the green dirt bike. 
000000000939,000000000939.png,"Small bathroom with a mirror, double sink, and a mounted television. "
000000000071,000000000071.png,A passenger train glides around a curve on the outer track.
000000024112,000000024112.png,A man looking into the camera lens while sitting at a table.
000000040286,000000040286.png,"The biker and the cyclist, the bike had a couple of gas canisters on it"
000000044901,000000044901.png,A batter in a baseball game is swinging at the ball.
000000032270,000000032270.png,A baseball player sliding into home base. 
1000344755,1000344755.png,A man on a ladder cleans the window of a tall building .
100716317,100716317.png,Lady in blue coat with white and brown hat standing in front of a painting .
000000004244,000000004244.png,some chefs working in a restaurant kitchen 
000000024259,000000024259.png,A girl rides her bike down a busy street.
000000012891,000000012891.png,A railroad train traveling along a flower lined street
000000002842,000000002842.png,A tennis player reaches out to another one.
000000020184,000000020184.png,Two skiers are on the slopes together one guiding the other. 
000000028676,000000028676.png,People were playing games on the lawn. A man jumped up in the air to catch a Frisbee.
000000013797,000000013797.png,The man is giving a speech surrounded by peers. 
000000046269,000000046269.png,A man riding a skateboard across the street with a black car behind him.
000000011926,000000011926.png,"A group of zebras standing on the grassland, with a tall tree in front of them."
000000020644,000000020644.png,A baseball game is being played on a field.
000000011276,000000011276.png,A large pot of water and pasta sits on top of a stove.
1001633352,1001633352.png,Four people are jumping from the top of a flight of stairs .
000000000908,000000000908.png,A kitchen with art and a menu hanging on the wall
000000019435,000000019435.png,A train traveling down tracks near power poles.
000000016060,000000016060.png,some people are walking under umbrellas in the rain
000000012382,000000012382.png,An adult and baby zebra standing in the woods near a log.
000000011856,000000011856.png,Two women sitting on a metal bench next to a large sign.
000000016346,000000016346.png,People riding on motorcycles on a city street.
000000044594,000000044594.png,A beach with a lot of kites flying in the air.
000000013763,000000013763.png,An elephant holding the tail of the elephant in front.
000000001580,000000001580.png,People who are dressed for skiing standing in the snow.
000000049097,000000049097.png,a dog sitting on a side walk with a bike near by
000000003915,000000003915.png,A woman standing in a kitchen with a counter full of dishes
000000001323,000000001323.png,a cat stands on top of a horse 
000000004180,000000004180.png,Two kids are having lunch in the classroom
000000007710,000000007710.png,a person riding a bike with two horses walking behind him
000000010138,000000010138.png,A man blows out the candles on his cake.
000000001911,000000001911.png,Dogs are pulling a person on a sled in the snow.
000000024714,000000024714.png,a person sitting on a street curb with boxes of fruit near by
000000008965,000000008965.png,The cow is rushing towards a moving car.
000000017057,000000017057.png,a big truck that is parked at a stop light
000000025358,000000025358.png,Young children played football in the game as adults looked on  
000000028766,000000028766.png,A glass swan sitting on a table next to a blue vase filled with flowers.
000000030838,000000030838.png,A woman lifting a child onto a ski lift.
000000019769,000000019769.png,An elephant is painting a picture while a man stand next to him.
000000022575,000000022575.png,A man is standing near a car with some luggage while another stands near by.
000000011300,000000011300.png,A child sits on the ground next to a skateboard.
000000011272,000000011272.png,A group of people are looking at a train and peering over a fence.
000000026413,000000026413.png,A baseball player standing at home base with a bat.
000000000781,000000000781.png,A person that is wind surfing in the water.
000000011258,000000011258.png,two people standing in front of a motorcycle 
000000013182,000000013182.png,A woman riding a horse through tree filled forest.
000000010539,000000010539.png,The sheep are on the steep rocky hill side.
000000021645,000000021645.png,A couch and a chair in a small living room.
000000010014,000000010014.png,A blue and white bus labeled subway shuttle
000000027578,000000027578.png,A woman holds a birthday cake as a man lights the candles while another man looks on.
000000049346,000000049346.png,A man walking beside a woman holding an umbrella
101262930,101262930.png,A man in sunglasses puts his arm around a woman .
000000013489,000000013489.png,A car and bus are driving down the street.
000000012349,000000012349.png,A half eaten dough nut sitting next to an ice coffee.
000000048034,000000048034.png,Flags in the snow mark the route
000000001518,000000001518.png,A piece of broccoli is on the car's dashboard.
000000013081,000000013081.png,A man and a young boy working on laptop computers.
000000017474,000000017474.png,A group of people in a city walking around with umbrellas.
000000013670,000000013670.png,A girl in a green shirt and striped green socks playing softball.
000000000490,000000000490.png,Dog and skateboard in a room and shadow of dog and person on a wall.
000000043806,000000043806.png,A man is skateboarding outside a street league building.
000000012881,000000012881.png,A man stands at home plate preparing to bat.
000000047596,000000047596.png,A person checking papers as people board a bus.
000000001436,000000001436.png,A young man lieing down with three apple computers on his chest.
000000049508,000000049508.png,A boy wearing a blue and red uniform preparing to strike a soccer.
000000016547,000000016547.png,A referee holds onto the catcher as he catches a low ball.
000000012818,000000012818.png,An aerial view of a gas station with a lot of cabs.
000000014297,000000014297.png,A house boat along the water has bicycles on deck.
000000044816,000000044816.png,A toilet sits next to a sink in a bathroom.
000000000338,000000000338.png,Two people looking at a large kitchen 
000000012544,000000012544.png,A bus traveling down the street next to a bunch of cars.
000000010222,000000010222.png,A red traffic light with a green arrow sign underneath.
000000015472,000000015472.png,Five baseball players on the field during a game
101001624,101001624.png,A boy in the snow riding his bike down the street .
000000013127,000000013127.png,An locomotive blowing out a cloud of steam.
1003163366,1003163366.png,A man lays on the bench to which a white dog is also tied .
000000001144,000000001144.png,a sandwich on a plate next to a glass of wine on a table
000000011618,000000011618.png,Many empty carts are near a large jumbo jet.
000000000510,000000000510.png,A man sits on a bench with a man-made waterfall behind him. 
000000010276,000000010276.png,"Two dogs were standing on the grass, with a horse behind them."
000000010405,000000010405.png,A boat is sailing on the river. There are many tall buildings on both sides of the river.
000000002972,000000002972.png,a red train is passing by a white one at a station
000000044454,000000044454.png,"The man stood in the bedroom, where there was a big bed, covered with a floral quilt."
000000016677,000000016677.png,A dog sitting with a flock of sheep on a hill.
000000027158,000000027158.png,A baseball player swings his bat at the ball.
000000010005,000000010005.png,Two people walking with surf boards and two dogs.
1006452823,1006452823.png,Two children sit on a small seesaw in the sand .
000000043657,000000043657.png,A baseball player standing next to home plate.
000000024375,000000024375.png,A person on a snowboard performs a jump.
000000022032,000000022032.png,a service truck charging the battery on a car
000000023140,000000023140.png,a batter holding onto his bat waiting for the pitch 
000000034475,000000034475.png,A waitress was carrying a table with some food on it
000000013372,000000013372.png,a bunch of boats are parked at a dock
000000017927,000000017927.png,A group of five people holding racquets on a tennis court.
000000012897,000000012897.png,There was a big crowd and a lot of luggage at the escalator.
000000014686,000000014686.png,Two adult and three young giraffe stand at a feeder.
000000015846,000000015846.png,Two boys playing frisbee at park near bench.
000000021983,000000021983.png,A man in a yellow shirt is running with the rugby ball.
000000013318,000000013318.png,"There were a lot of people on the street, and a sign that said ""police"" pointed to the left."
000000014677,000000014677.png,Three Skiers move on a slope in front of a forest.
000000021400,000000021400.png,A man and a woman walking towards a food vendor that is across the street.
000000011288,000000011288.png,A professional baseball play swings a bat during a game.
000000015976,000000015976.png,People standing at a bus stop about to board a bus.
000000003602,000000003602.png,a sign and a flag on a pole outside
000000010434,000000010434.png,"Beside the road where there were cars, there was a man on a skateboard"
000000003382,000000003382.png,Seamen inside a navy vessel communicate over the radio.
000000007124,000000007124.png,There is a police officer writing a ticket for a truck.
000000022979,000000022979.png,A lady in a very funny hat near a big red bus.
000000003932,000000003932.png,A small lamb with a blue rope tied around its head. 
000000034246,000000034246.png,"A parade of horses walked down the street, past cars and motorbikes."
000000009045,000000009045.png,"Three men stood on the pitch, waiting for the opposite side to pitch."
102575576,102575576.png,A couple stands behind their wedding cake .
000000012313,000000012313.png,Two children are playing in the snow together.
10090841,10090841.png,A man is sitting at a table with a beer .
1014785440,1014785440.png,"Two men , each with a small child on their backs , walk on a paved road ."
000000015850,000000015850.png,There are meat and vegetables on the cutting board
000000017468,000000017468.png,Children sitting on the floor reading papers and one reading a phone.
000000014271,000000014271.png,a giraffe kneeling on the ground while a baby giraffe stands beside it
000000009488,000000009488.png,"A group sits in fold up chairs on the blacktop, surrounded by their gear."
000000016977,000000016977.png,A car that seems to be parked illegally behind a legally parked car
000000012459,000000012459.png,"The skiers all gather together, one in a cow suit."
000000049080,000000049080.png,A single skier s seen coming down the slopes.
000000011552,000000011552.png,a bear walking in the woods next to some trees
000000011265,000000011265.png,A large tower clock atop a bridge on a city street.
000000012547,000000012547.png,There were many people in the street and some birds on the ground
107969134,107969134.png,A baby boy in a blue and white striped shirt is sitting on his mother 's shoulders .
000000049886,000000049886.png,A man riding a skateboard down stone steps.
000000003532,000000003532.png,Two girls who are standing next to each other on a baseball field. 
000000020308,000000020308.png,That train is filled with people and it has no enclosure.
000000010719,000000010719.png,An oncoming blue and yellow train next to a fence. 
000000011182,000000011182.png,People walking outside of a red brick building.
000000002089,000000002089.png,A double decker bus in front of an unusual building
000000022281,000000022281.png,A man and his three dogs are on the beach
000000045593,000000045593.png,Two men were walking along a city street under umbrellas when a car passed by
000000044178,000000044178.png,a baseball player is swinging at the pitch
000000026734,000000026734.png,A woman was walking two dogs with a suitcase and the man was leading the little girl 
000000018270,000000018270.png,A soldier was kicking a football in the crowd.
000000002083,000000002083.png,There are two Girls one of them is washing the dishes.
000000001053,000000001053.png,A group of bicycle riders crossing a paved street.
000000045537,000000045537.png,A living room area of a home with a TV.
000000001999,000000001999.png,A cat on a bed looking over two pieces of luggage. 
000000016672,000000016672.png,Small cars are driving around a small intersection.
000000001149,000000001149.png,A group of military men and men in suits observe examples of missiles.
000000013132,000000013132.png,a couple of men that are standing in some water next to a bench
000000000263,000000000263.png,Adult elephant pushing a baby elephant with its leg.
000000020193,000000020193.png,A zebra attempts to mount another in an enclosure
000000003823,000000003823.png,a desk with a laptop and a desktop on it
000000000400,000000000400.png,Dog forlornly looking out the back of a twin-hulled boat.
000000020334,000000020334.png,A close view of someone's shoes while on a snow board.
000000013333,000000013333.png,A stop sign is standing in front of a view of a mountain range. 
000000045492,000000045492.png,Several people on a busy street with a fire engine in the background.
000000044800,000000044800.png,a person riding a skate board on a makeshift skate park
000000011802,000000011802.png,"The children were dragging the sheep by the head, and a man was herding the sheep."
000000044910,000000044910.png,a blue boat is up on blocks at a dock
000000043809,000000043809.png,A baseball player swinging a bat over a base.
000000010498,000000010498.png,Two men standing on front of a machine.
000000022680,000000022680.png,A man with a green tie has his arms around the shoulders of two boys.
000000000349,000000000349.png,An old train drives on the tracks under a bridge. 
000000000520,000000000520.png,Birds flock over a dock above a body of water.
000000011519,000000011519.png,The small horse is pulling a two wheeled cart.
000000000999,000000000999.png,A young man kneeling on top of a base.
1031973097,1031973097.png,Toddler boy in a red hat holding on to some railings .
000000009372,000000009372.png,A newly married couple walking down church steps.
000000010472,000000010472.png,A group of people are standing on an elephant themed parade float.
000000016964,000000016964.png,white and orange trains on a railroad passing through a city
000000048101,000000048101.png,A man waiting on a bench on a train platform.
000000002164,000000002164.png,A group of sheep graze in a lush grass field.
000000013420,000000013420.png,many small boats at harbor in a body of water
000000018464,000000018464.png,Father and son riding skateboards on the sidewalk along a waterway. 
1028982826,1028982826.png,Two men are sitting at a bench outside the airport in front of a billboard .
000000014175,000000014175.png,A woman walks past street posters and graffiti. 
000000011107,000000011107.png,A man is ready to swing a bat on a baseball field. Two men behind him are crouching down to catch the ball
110671345,110671345.png,The lady has a black sling bag .
000000004212,000000004212.png,A cat is laying on the hood of a blue car.
000000016499,000000016499.png,A red and white train traveling along a mountain road.
000000014219,000000014219.png,The people at the station are waiting for a train.
000000026504,000000026504.png,"One man held a dead blue bird, another a shotgun  "
000000012620,000000012620.png,A group of giraffes stand about an enclosed area.
000000017520,000000017520.png,two people walking on a path near a body of water
000000041389,000000041389.png,Three men with surfboards walking on the beach.
000000034866,000000034866.png,A cyclist was changing on the side of the road with a bus behind him.
000000012321,000000012321.png,A red stop sign sitting by the side of a road.
000000011260,000000011260.png,A train traveling from the tracks  onto a bridge.
000000020774,000000020774.png,A group of women with umbrellas and a couple without umbrellas outside in the rain.
100845130,100845130.png,A group of people walking as the sun sets .
000000013719,000000013719.png,A small child with a blue umbrella looked up at his mother
000000021780,000000021780.png,A batter holds his bat as he walks up to the plate
1001545525,1001545525.png,Two people jumped over a railing together
000000013909,000000013909.png,A man stands in the snow next to a snow-covered car.
000000017311,000000017311.png,A cop that is on top of a horse.
000000000165,000000000165.png,A woman soldier holding up a pair of giant scissors to someone's tie.
000000047734,000000047734.png,A young man riding a skateboard next to a metal rail.
000000018866,000000018866.png,Some people in hats stopped their motorcycles and waited at the traffic lights.
000000036123,000000036123.png,"In the classroom, a man is sitting at his desk using his laptop."
000000010867,000000010867.png,a yellow and red fire hydrant is on a curb
000000025996,000000025996.png,The child sat on an air mattress surrounded by a circle of people 
000000011690,000000011690.png,A motorcyclist and a car stopped at an intersection.
000000014543,000000014543.png,a number of people with snow boards on a snowy surface
000000031017,000000031017.png,The two men smile for the camera while holding skateboards.
1039637574,1039637574.png,Man taking a photograph of a well dressed group of teens .
000000032206,000000032206.png,A soccer player laying on the field being attended by his coaches.
000000022907,000000022907.png,The bird is on top of a bird feeder
000000036748,000000036748.png,A football player hangs in midair after kicking a ball
1028205764,1028205764.png,A man and child kayak through gentle waters .
000000013550,000000013550.png,A woman in patterned shirt playing with an elephant.
000000015895,000000015895.png,A silver passenger train can be seen making its way down the track.
000000022326,000000022326.png,A dog and a cat lay in the bed next to a sleeping person.
000000021029,000000021029.png,A young man swings a baseball at a game with two spectators behind him.
000000021285,000000021285.png,A man riding skis down a snow covered slope.
000000044065,000000044065.png,a woman carrying some supplies over her shoulder 
000000004376,000000004376.png,At the end of the street there was a man sitting at a table of bananas
000000002498,000000002498.png,A group of four people play frisbee on the beach.
108149945,108149945.png,Two men in hats and orange uniforms are shoveling snow .
000000015843,000000015843.png,the batter misses the ball and the catcher catches it
000000010041,000000010041.png,Three skiers are skiing on a snowy mountain.
000000003249,000000003249.png,White bird perched on a window looking inside. 
000000022487,000000022487.png,A line of motorcyclists and a band are both in formation in front of a building undergoing construction.
000000018723,000000018723.png,a large field of flowers with a clock tower in it
000000005614,000000005614.png,A group of people on a field playing baseball.
000000011948,000000011948.png,Zebras are divided into two areas.
000000012509,000000012509.png,Two men were walking on the beach with surfboards and a bridge in the distance.
000000001244,000000001244.png,The man is sitting on a chair under the umbrella by the water. 
000000010818,000000010818.png,A small group of people on cross country skis.
000000044953,000000044953.png,A photo of a clock attached to a side of a building.
000000033861,000000033861.png,A little boy running with a kite in a city park.
000000014928,000000014928.png,A baby looks toward a sheep in a field.
000000000312,000000000312.png,A large group of elephants crossing a dirt path.
000000001682,000000001682.png,A boat in the distance on a clear lake.
000000010056,000000010056.png,A white and red bus on a street
000000047367,000000047367.png,A dog on a leash attached to a fire hydrant.
000000013279,000000013279.png,A mail truck driving down a snowy road.
102520526,102520526.png,A person is cleaning snow and ice off of a city sidewalk .
000000010040,000000010040.png,A group of soldiers standing next to a bench.
000000016355,000000016355.png,The dog jumps over a man to catch a Frisbee. 
000000010711,000000010711.png,A man with a bat was ready to hit the ball. There were some spectators at the side of the pitch.
1021442086,1021442086.png,A man wearing a baseball cap is sitting in a car looking at a map .
000000016025,000000016025.png,A bookshelf with a tv that has a cat sleeping on it.
000000021248,000000021248.png,A couple walking their big dogs on city streets at dusk in Summer
000000020971,000000020971.png,People next to flag flying various colored kites.
