image_number,img_path,text
000000021528,000000021528_3.png,"A man was riding a very tall bicycle, behind another bicycle."
000000024036,000000024036_3.png,There is scaffolding on the dome at the top of the building.
000000045195,000000045195_3.png,There is a sink in the kitchen
000000027208,000000027208_3.png,Many strange kites were flying over the wide beach.
000000051504,000000051504_3.png,An elephant was standing in a log pen.
000000067445,000000067445_3.png,A dog looks out the window of the house.
000000011494,000000011494_3.png,A double-decker bus was packed with people taking part in the march.
1010470346,1010470346_3.png,A park ranger is talking to a visitor.
1269844288,1269844288_3.png,A woman was fixing his boots
000000012421,000000012421_3.png,Two red trains are running on the track
000000074099,000000074099_3.png,There is a small blue house by the side of the road
000000019375,000000019375_3.png,A woman was handing a yellow Frisbee to a little girl.
000000019185,000000019185_3.png,Parking meters for two hours.
000000023875,000000023875_3.png,There are two sinks on the kitchen counter
000000023703,000000023703_3.png,Beachgoers stand waist-deep in the current.
000000029075,000000029075_3.png,There are many elephants in the river and beside it
000000011004,000000011004_3.png,One stuck on the side of the road
000000021212,000000021212_3.png,There is a tall tower at the end of the road
000000029587,000000029587_3.png,A cat sits on a man's head.
000000048150,000000048150_3.png,An older man shows a baby his piano key belt.
000000004286,000000004286_3.png,A giraffe standing in the grass.
000000019899,000000019899_3.png,Many street signs are attached to a metal pole
1029450589,1029450589_3.png,A woman in black pants napped on the couch.
000000044575,000000044575_3.png,The little boys are having baseball practice in the park
000000013943,000000013943_3.png,A man was driving a carriage.
000000051168,000000051168_3.png,The train is running on the tracks
000000048794,000000048794_3.png,People who play water sports near the beach.
000000063974,000000063974_3.png,There are many drinks in the freezer
000000003579,000000003579_3.png,The table was full of desserts
000000012398,000000012398_3.png,There are two monitors on the desk.
000000011034,000000011034_3.png,A father and son are playing Wii in the living room.
000000023378,000000023378_3.png,A herd of zebras is crossing a body of water.
000000011264,000000011264_3.png,A tall clock tower with three Windows
000000004527,000000004527_3.png,A man in a catcher's glove was standing on a baseball field.
000000013296,000000013296_3.png,A clown rides a bicycle in the street
000000022850,000000022850_3.png,The two commanders cut the cake with their swords.
000000048972,000000048972_3.png,The clock on the sign.
000000045446,000000045446_3.png,The car turned at the traffic light
000000011065,000000011065_3.png,There is a horse on the lawn
000000026503,000000026503_3.png,Two dogs and a cat are lying on the bed.
000000001232,000000001232_3.png,A plane flying over a motorcycle.
000000004678,000000004678_3.png,A tall building shaped like a castle
000000025551,000000025551_3.png,An ambulance and police were on the side of the road.
000000046634,000000046634_3.png,There is a giraffe on the grass
000000028714,000000028714_3.png,There are two pictures on the wall
000000045284,000000045284_3.png,A group of children are playing baseball on the playground.
000000001888,000000001888_3.png,A man was sprinkling pepper on a piece of meat.
000000015302,000000015302_3.png,A little boy was standing at home plate with a bat.
000000062995,000000062995_3.png,A news team covering a major event.
000000018584,000000018584_3.png,The Big Ben clock tower stands above the city of London.
000000009833,000000009833_3.png,A huge clock tower
000000049424,000000049424_3.png,The woman was typing on an open laptop
000000008119,000000008119_3.png,A group of young men playing baseball.
000000044644,000000044644_3.png,There was a little girl standing alone with a kite
000000037675,000000037675_3.png,Two horses were grazing in front of the farm.
000000021926,000000021926_3.png,A red plane was flying low over the street
000000060622,000000060622_3.png,A boy was pushing a car with a baby inside.
000000052516,000000052516_3.png,A woman in a white dress was standing in the street
000000063587,000000063587_3.png,There are three giraffes standing on the grass
000000059526,000000059526_3.png,A close-up of a slice of pizza in a box
000000070321,000000070321_3.png,A woman in a red tutu stands in the middle of a city street.
000000050434,000000050434_3.png,The pitcher stood on the mound and looked at the runner in the field
000000044950,000000044950_3.png,The mirror reflected a cat on the bed.
1222063706,1222063706_3.png,There is a nude mural in the exhibition hall
000000066789,000000066789_3.png,A row of double-parked bicycles.
000000025528,000000025528_3.png,A child preparing to hit at a baseball game.
000000003378,000000003378_3.png,A man is skateboarding in the air.
000000012887,000000012887_3.png,A grand black piano sits in the elegant living room
000000028885,000000028885_3.png,A giraffe is behind a fence in the shade of a tree
000000021571,000000021571_3.png,A dog stares out the window
000000034223,000000034223_3.png,Four men are talking
000000009800,000000009800_3.png,A man holds a Nintendo Wii game controller.
000000014484,000000014484_3.png,Two vans were parked next to a small house.
000000029607,000000029607_3.png,The family looked down at the pink and white cake.
000000035322,000000035322_3.png,There were big potted plants tied to the truck outside.
000000002754,000000002754_3.png,A dog sticks his head out of the window
000000023199,000000023199_3.png,A few giraffes are near the open palm trees.
000000043960,000000043960_3.png,One boy caught the ball and the other boy held the bat.
000000056724,000000056724_3.png,A man in a cowboy hat was riding a horse in the street.
000000009409,000000009409_3.png,A train running on a long track
000000015663,000000015663_3.png,Cyclists weave through the middle of city streets.
000000069286,000000069286_3.png,A white cow was dragging a pail of goods to the store.
000000015289,000000015289_3.png,A red double-decker bus runs down the street.
000000043411,000000043411_3.png,There's a bunch of different foods in the store.
000000014635,000000014635_3.png,"A woman in a coat, sitting at a table."
000000013948,000000013948_3.png,A zebra ran across the road
000000066373,000000066373_3.png,A laptop is open on the desk.
000000014470,000000014470_3.png,A group of young children pet a pair of giraffes.
000000051278,000000051278_3.png,Two white cars parked by the side of the road
000000024086,000000024086_3.png,A little girl is looking at a plate of cakes.
000000044946,000000044946_3.png,A group of people were at the table ready to eat
000000011826,000000011826_3.png,A baseball player who swings a bat in a baseball game.
000000010701,000000010701_3.png,A baseball pitcher throwing a ball.
000000066056,000000066056_3.png,A table with an umbrella
000000010639,000000010639_3.png,There was a baseball game going on in the playground
000000067259,000000067259_3.png,There are many surfboards on the beach
000000048971,000000048971_3.png,An old gentleman is bowling.
000000061159,000000061159_3.png,A man was changing a tire on his car in the rain.
000000044341,000000044341_3.png,There is a stop sign at the corner next to the fire hydrant.
000000048759,000000048759_3.png,Two buses approached a small intersection in the city.
1000268201,1000268201_3.png,A little girl in a pink dress walked into a cabin.
000000013283,000000013283_3.png,The cook waved to the camera in the kitchen.
000000046526,000000046526_3.png,Two yellow trains are coming down the hill.
000000030643,000000030643_3.png,People holding umbrellas stood on the roadside
000000056432,000000056432_3.png,There are many cars at the busy intersection
000000020853,000000020853_3.png,A horse is kicking up dust and a man is touching its face
000000040515,000000040515_3.png,Two men are practicing water skiing near the water.
000000021423,000000021423_3.png,"People stand behind a Bentley, holding umbrellas."
000000010689,000000010689_3.png,"There are scenic shots of castles, bell towers and Bridges"
000000051342,000000051342_3.png,A woman was standing on the sidewalk with an umbrella.
000000009999,000000009999_3.png,A man rides down the road on a skateboard
000000019374,000000019374_3.png,There is a slice of pizza on the plate
000000004331,000000004331_3.png,A bus stopped at the side of the road
000000045026,000000045026_3.png,A city bus is running down the street.
000000003685,000000003685_3.png,A desk with two monitors and a keyboard
000000021051,000000021051_3.png,Men in dark green shorts are sailing
000000018802,000000018802_3.png,The kitchen is full of metal utensils
000000062173,000000062173_3.png,A man in a hat stands next to a no smoking sign
000000010192,000000010192_3.png,A woman smoking at a table.
000000047263,000000047263_3.png,A man was standing next to a truck.
000000059455,000000059455_3.png,The silver car is turning a corner
000000064870,000000064870_3.png,"At the corner, the sign says ""Look right"""
000000045165,000000045165_3.png,A silver bus was driving down the street
1088767354,1088767354_3.png,A young woman in red sequins and feathers stood on the sidewalk.
000000044372,000000044372_3.png,A room with a mirror
000000020904,000000020904_3.png,A group of people were crossing the street under umbrellas.
000000012240,000000012240_3.png,An elephant carrying a man was walking down the street
000000022256,000000022256_3.png,POTS and pans hang on the kitchen bar.
1059514525,1059514525_3.png,The bus stops at the bus station
000000012283,000000012283_3.png,A group of people are walking in the street
000000020777,000000020777_3.png,Fire engines were parked on the side of the road
000000010275,000000010275_3.png,A man looking out from a train.
000000011209,000000011209_3.png,A man and a woman are sitting on the sofa.
000000011326,000000011326_3.png,A green bus parked in the street.
000000044810,000000044810_3.png,A small green bell tower in the middle of the street.
000000060093,000000060093_3.png,The sky looks like a storm is coming.
1193746118,1193746118_3.png,A bare-chested man jumped from an old stone bridge.
132717787,132717787_3.png,The dining room has a beautiful counter with black tiles
1303157527,1303157527_3.png,A man in a red apron and a white chef's hat stood in front of his food truck.
000000024260,000000024260_3.png,"An animal that is half zebra, half horse, half zebra."
1018148011,1018148011_3.png,There was a lot of wool piled on the ground
000000012711,000000012711_3.png,"A bathroom scene with sink, toilet and shower."
000000024689,000000024689_3.png,Two children are eating pizza
000000010613,000000010613_3.png,A woman took a doughnut out of a box and investigated it carefully
000000032456,000000032456_3.png,The car was driving along the road
000000050161,000000050161_3.png,A man in a suit and a suitcase crossed the street.
000000034151,000000034151_3.png,A man reached for a pizza on the table.
000000026517,000000026517_3.png,Two cows face each other.
000000010058,000000010058_3.png,A fire engine is running
000000012805,000000012805_3.png,A man was standing in front of an open refrigerator.
000000010318,000000010318_3.png,A double-decker bus is turning the corner
000000043513,000000043513_3.png,Two men stood by the red motorcycle
000000026913,000000026913_3.png,Several men sat around a wooden table
000000020315,000000020315_3.png,Three dogs were resting on a bench
1018057225,1018057225_3.png,There is a colorful rubber pool on the lawn
000000023162,000000023162_3.png,A flock of sheep huddled together
000000015110,000000015110_3.png,A group of pedestrians were walking on the sidewalk in the rain.
000000009941,000000009941_3.png,A man on a skateboard pushing a stroller.
000000013463,000000013463_3.png,There is a vanity mirror and a picture frame on the wall
000000044045,000000044045_3.png,A bicycle leans against a stop sign.
134857559,134857559_3.png,A man was singing on the stage
1053243591,1053243591_3.png,A young girl in an orange shirt was shaking hands.
000000023879,000000023879_3.png,A train that runs on the tracks near the city.
133087820,133087820_3.png,A man was sitting outside a bookstore reading a book.
134867998,134867998_3.png,An Asian man in a black jacket is reading a newspaper
000000021981,000000021981_3.png,A truck driving down the street
000000001554,000000001554_3.png,"Three shearers stood on the grass, facing different directions."
000000003590,000000003590_3.png,People are walking under umbrellas in the rain
000000064800,000000064800_3.png,A food truck with a large decorative cupcake on top.
000000049553,000000049553_3.png,"A sign on the side of the road that says ""We charge by license plate""."
1032122270,1032122270_3.png,Three dogs were playing on a grassy hill under a blue sky.
000000026304,000000026304_3.png,A woman is outside looking at her phone.
000000013455,000000013455_3.png,Three men in cowboy hats stood in the arena
000000048066,000000048066_3.png,The food on the plate was on the windowsill.
000000050462,000000050462_3.png,There are several piles of boxes in the train station.
