,name,prompt,score
94,AttnGAN_normal_094.jpg,"painted portrait of fierce elder, baroque style",-7.424047947
95,AttnGAN_normal_095.jpg,"moon sea with stars and galaxies, anime style",-7.097212791
96,AttnGAN_normal_096.jpg,"meme about making peanut butter , sci-fi style",-7.040615559
97,AttnGAN_normal_097.jpg,"donald trump playing in the rain, realistic style",-6.689386368
98,AttnGAN_normal_098.jpg,"cute fox in suit dancing in club, abstract style",-7.304524422
99,AttnGAN_normal_099.jpg,"brain floating out of a portrait, baroque style",-7.5364151
100,AttnGAN_normal_100.jpg,"a small garden buzzing with bees, anime style",-6.852323055
101,AttnGAN_normal_101.jpg,"a man playing an invisible cello, sci-fi style",-7.334534168
102,AttnGAN_normal_102.jpg,"a grand stag in a fantasy forest, realistic style",-7.52014637
103,AttnGAN_normal_103.jpg,"a giant rock floating in the air, abstract style",-7.320915699
104,AttnGAN_normal_104.jpg,"a biomechanical cybertronic frog, baroque style",-7.094722748
105,AttnGAN_normal_105.jpg,"a 2 d guitarist character design, anime style",-0.102454484
106,AttnGAN_normal_106.jpg,"vaporware yosemite amusement park, sci-fi style",-3.718197346
107,AttnGAN_normal_107.jpg,"spritesheet game asset vector art, realistic style",-6.973286629
108,AttnGAN_normal_108.jpg,"portrait of a dancing eagle woman, abstract style",0.835495889
109,AttnGAN_normal_109.jpg,"photograph of beautiful landscape, baroque style",-7.265393257
110,AttnGAN_normal_110.jpg,"painted portrait of intense woman, anime style",-4.917972565
111,AttnGAN_normal_111.jpg,"grand canyon full of potato salad, sci-fi style",-4.506865501
112,AttnGAN_normal_112.jpg,"gorgeous young scandanavian woman, realistic style",-7.475757599
113,AttnGAN_normal_113.jpg,"epic colourful scene from a dream, abstract style",-0.237361759
114,AttnGAN_normal_114.jpg,"donut glazed with white chocolate, baroque style",-7.18881464
115,AttnGAN_normal_115.jpg,"ocean of canvas that catches fire, anime style",-1.027096152
116,AttnGAN_normal_116.jpg,"portrait of beautiful armored girl, sci-fi style",-7.14172411
117,AttnGAN_normal_117.jpg,"portrait of a cloaked female devil, realistic style",-0.074233666
118,AttnGAN_normal_118.jpg,"foxes judging a cheese competition, abstract style",-5.903687
119,AttnGAN_normal_119.jpg,"female demon in a medieval dungeon, baroque style",-7.514531612
120,AttnGAN_normal_120.jpg,"die cut sticker of a pair of lips , warm color",0.597065091
121,AttnGAN_normal_121.jpg,"cute green tabby cat made of leaves, cold color",-7.012436867
122,AttnGAN_normal_122.jpg,"chinese demon god character design, top view",-6.975627422
123,AttnGAN_normal_123.jpg,"anthropomorphic pine marten animal, elevation view",-6.893018246
124,AttnGAN_normal_124.jpg,"action shot of woman pole vaulting, close-up",-7.371026039
125,AttnGAN_normal_125.jpg,"a upright walking cute giraffe toy, long-shot",-6.498615742
126,AttnGAN_normal_126.jpg,"the shogoth wearing a santa costume, blurred detail",-7.371537685
127,AttnGAN_normal_127.jpg,"robots building robots in a factory, hyper detail",-4.3108325
128,AttnGAN_normal_128.jpg,"portrait of a tang dynasty empress , soft lighting",-4.192459583
129,AttnGAN_normal_129.jpg,"portrait of a beautiful young woman, HDR lighting",-6.899460316
130,AttnGAN_normal_130.jpg,"photography of a happy blonde girl , warm color",-4.912771225
131,AttnGAN_normal_131.jpg,"cute fluffy baby panda lion hybrid , cold color",-7.246684551
132,AttnGAN_normal_132.jpg,"a girl with rainbow in white shirt , top view",-7.587795258
133,AttnGAN_normal_133.jpg,"a blue abyss underwater concept art, elevation view",-6.347761631
134,AttnGAN_normal_134.jpg,"a biomechanical orchid heart fusion, close-up",1.867872953
135,AttnGAN_normal_135.jpg,"a set of different trees and bushes, long-shot",-6.853179455
136,AttnGAN_normal_136.jpg,"man in his late 40 s wearing a suit, blurred detail",-6.170283794
137,AttnGAN_normal_137.jpg,"white fur furry mothman movie scene , hyper detail",-2.984112024
138,AttnGAN_normal_138.jpg,"render of dreamy beautiful landscape, soft lighting",-3.969505548
139,AttnGAN_normal_139.jpg,"digital painting of a lake at sunset, HDR lighting",-6.471945286
140,AttnGAN_normal_140.jpg,"cute great old ones sitting in a bar, warm color",-6.679506779
141,AttnGAN_normal_141.jpg,"a portrait of girl bard in red dress, cold color",-6.731735229
142,AttnGAN_normal_142.jpg,"a biomechanical passion fruit flower, top view",-7.302251339
143,AttnGAN_normal_143.jpg,"portrait of squids swarming the ocean, elevation view",-7.482533455
144,AttnGAN_normal_144.jpg,"pendant of a silver starfish necklace, close-up",-7.049386024
145,AttnGAN_normal_145.jpg,"kraken is using large sponge for bath, long-shot",-5.860731602
146,AttnGAN_normal_146.jpg,"cute fluffy lion cheetah hybrid mixed, blurred detail",-6.77279377
147,AttnGAN_normal_147.jpg,"bill gates and jason statham fight m , hyper detail",-4.505931377
148,AttnGAN_normal_148.jpg,"a portrait painting of a buck in suit, soft lighting",-1.878543496
149,AttnGAN_normal_149.jpg,"a plasticine model of a goblin raider, HDR lighting",-0.940028548
150,AttnGAN_normal_150.jpg,"portrait of ciri as a samurai assassin, warm color",-7.42156601
151,AttnGAN_normal_151.jpg,"photo of a white fashion jewelry store, cold color",-7.151353359
152,AttnGAN_normal_152.jpg,"grumpy the elder gods sitting in a bar, top view",-6.077802181
153,AttnGAN_normal_153.jpg,"grumpy king in yellow sitting in a bar, elevation view",-7.314453602
154,AttnGAN_normal_154.jpg,"cute fluffy baby poodle giraffe hybrid, close-up",-7.380483627
155,AttnGAN_normal_155.jpg,"an auto rickshaw driving through paris, long-shot",-7.253428936
156,AttnGAN_normal_156.jpg,"an adventure party resting in a tavern, blurred detail",-6.502896309
157,AttnGAN_normal_157.jpg,"spaceship flying over a strange planet, hyper detail",-4.417164326
158,AttnGAN_normal_158.jpg,"photograph of a stone cairn in scotland, soft lighting",-5.139389515
159,AttnGAN_normal_159.jpg,"person walking inside a timeless bubble, HDR lighting",2.69063735
160,AttnGAN_normal_160.jpg,"cute soul ghost in infinity mirror room, warm color",-5.084816933
161,AttnGAN_normal_161.jpg,"cute fluffy baby lop eared bunny rabbit, cold color",-6.689563751
162,AttnGAN_normal_162.jpg,"an industrial geometric temple lab room, top view",-1.739551544
163,AttnGAN_normal_163.jpg,"a portrait of girl boxer in a red dress, elevation view",-7.311616421
164,AttnGAN_normal_164.jpg,"a pig sitting in a chair smoking a pipe, close-up",-6.35976696
165,AttnGAN_normal_165.jpg,"a female hand holding a red fresh apple, long-shot",-7.505121231
166,AttnGAN_normal_166.jpg,"a cybertronic metallic green tree frog , blurred detail",-7.30415678
167,AttnGAN_normal_167.jpg,"two women working in a recording studio, hyper detail",-7.583843231
168,AttnGAN_normal_168.jpg,"the celestial realm of the elven deities, soft lighting",-0.450841784
169,AttnGAN_normal_169.jpg,"profile face portrait of a tin toy robot, HDR lighting",-7.247832775
170,AttnGAN_normal_170.jpg,"portrait of butterflies swarming flowers, warm color",-7.485263348
171,AttnGAN_normal_171.jpg,"grumpy disney princess sitting in a cave, cold color",-4.377990246
172,AttnGAN_normal_172.jpg,"art of a mimic from dungeons and dragons, top view",2.72037816
173,AttnGAN_normal_173.jpg,"ancient japanese fantasy garden at night, elevation view",-6.408546925
174,AttnGAN_normal_174.jpg,"ancient golden chrome finish skateboard , close-up",-7.404805183
175,AttnGAN_normal_175.jpg,"a portrait of the mri brain damage demon, long-shot",-3.245577097
176,AttnGAN_normal_176.jpg,"a painting of pink panther as a vampire , blurred detail",1.19044435
177,AttnGAN_normal_177.jpg,"a huge wooden carving sculpture of a fox, hyper detail",-7.138148785
178,AttnGAN_normal_178.jpg,"a car crawling with human hands and feet, soft lighting",-3.566864967
179,AttnGAN_normal_179.jpg,"underwater photography of the rough ocean, HDR lighting",-6.6447258
180,AttnGAN_normal_180.jpg,"muscular cyborg girl with prosthetic arms, warm color, anime style",2.202564716
181,AttnGAN_normal_181.jpg,"an underwater photo of coral in the ocean, cold color, sci-fi style",-7.04226923
182,AttnGAN_normal_182.jpg,"a female warrior in charming phenix armor, top view, realistic style",-7.037153721
183,AttnGAN_normal_183.jpg,"radioactive alien mushrooms in the forest , elevation view, abstract style",-7.040131569
184,AttnGAN_normal_184.jpg,"professional studio logo for robot artists, close-up, baroque style",-7.046822071
185,AttnGAN_normal_185.jpg,"die cut sticker of chibi cute golf player , long-shot, anime style",-7.51372242
186,AttnGAN_normal_186.jpg,"a portrait of girl alchemist in blue dress, blurred detail, sci-fi style",-6.432148457
187,AttnGAN_normal_187.jpg,"softboy aesthetic in ancient greek clothing, hyper detail, realistic style",-7.031023502
188,AttnGAN_normal_188.jpg,"portrait painting of a west hightland white, soft lighting, abstract style",-4.186364651
189,AttnGAN_normal_189.jpg,"lobster human hybrid in fashion photography, HDR lighting, baroque style",0.821984649
190,AttnGAN_normal_190.jpg,"delicious peanut butter donut with glazing , warm color, anime style",-7.615470409
191,AttnGAN_normal_191.jpg,"cute fluffy golden teddy bear eating bagels, cold color, sci-fi style",-7.585944176
192,AttnGAN_normal_192.jpg,"beautiful ancient temple in a formal garden, top view, realistic style",-7.609354973
193,AttnGAN_normal_193.jpg,"a portrait of a female robot made from code, elevation view, abstract style",-3.309205294
194,AttnGAN_normal_194.jpg,"a cyborg jellyfish swimming in a vast ocean, close-up, baroque style",-7.190639973
195,AttnGAN_normal_195.jpg,"unique epic pink space elf knight adventurer, long-shot, anime style",-6.841557026
196,AttnGAN_normal_196.jpg,"the essence of the chemical element hydrogen, blurred detail, sci-fi style",-3.324653149
197,AttnGAN_normal_197.jpg,"storm troopers cosplaying the power rangers , hyper detail, realistic style",-3.416971445
198,AttnGAN_normal_198.jpg,"robots creating new robots in a factory line, soft lighting, abstract style",-6.537569523
199,AttnGAN_normal_199.jpg,"full body portrait of cute girl wearing gown, HDR lighting, baroque style",-7.414954662
200,AttnGAN_normal_200.jpg,"alien planet landscape made out of mushrooms, warm color, anime style",-6.383714199
201,AttnGAN_normal_201.jpg,"a gummy bear performing at woodstock concert, cold color, sci-fi style",-6.192664146
202,AttnGAN_normal_202.jpg,"a biomechanical blue raspberry made of metal, top view, realistic style",-7.123174667
203,AttnGAN_normal_203.jpg,"a beautiful brutalist concrete forest temple, elevation view, abstract style",-7.582222939
204,AttnGAN_normal_204.jpg,"2 friends partying and are facing the camera, close-up, baroque style",-5.57805109
205,AttnGAN_normal_205.jpg,"the fate of all fools and divine intervention, long-shot, anime style",-6.459240437
206,AttnGAN_normal_206.jpg,"robots creating new robots in a dirty factory, blurred detail, sci-fi style",-6.795000553
207,AttnGAN_normal_207.jpg,"painting of a man farmer at work in the field, hyper detail, realistic style",-4.63864994
208,AttnGAN_normal_208.jpg,"french fastfood adventure pixar movie poster , soft lighting, abstract style",-6.694883823
209,AttnGAN_normal_209.jpg,"an uprising of disneyland costumed characters, HDR lighting, baroque style",-6.553977966
210,AttnGAN_normal_210.jpg,"an astronaut meeting an alien lizard humanoid, warm color, anime style",-7.573972702
211,AttnGAN_normal_211.jpg,"a woman in a trench coat looking out a window, cold color, sci-fi style",-7.574695587
212,AttnGAN_normal_212.jpg,"a glass vase of pink and white dahlia flowers, top view, realistic style",-6.357272625
213,AttnGAN_normal_213.jpg,"a biomechanical hibiscus flower made of metal, elevation view, abstract style",-7.114729881
214,AttnGAN_normal_214.jpg,"render of rivendell dreamy beautiful landscape, close-up, baroque style",-7.39449501
215,AttnGAN_normal_215.jpg,"portrait with no signature of aggressive alien, long-shot, anime style",-5.625782013
216,AttnGAN_normal_216.jpg,"elegant oval mirror and toucan with reflection, blurred detail, sci-fi style",-4.884049892
217,AttnGAN_normal_217.jpg,"a portrait photo of a beautiful female android, hyper detail, realistic style",-2.329428434
218,AttnGAN_normal_218.jpg,"a masonic illuminati waiting room with a couch, soft lighting, abstract style",-6.422451973
219,AttnGAN_normal_219.jpg,"a brand logo of henry cavill as a catholic nun, HDR lighting, baroque style",-4.047700405
220,AttnGAN_normal_220.jpg,"sparkling heart blue mana tree inside a marble, warm color, top view",-0.852375686
221,AttnGAN_normal_221.jpg,"goose being zipped - up by man in orange shirt, warm color, elevation view",-7.038931847
222,AttnGAN_normal_222.jpg,"interior of cosmic highway created by the gods, cold color, top view",0.555656552
223,AttnGAN_normal_223.jpg,"small group of nomads staying at ancient ruins, cold color, elevation view",-6.713764668
224,AttnGAN_normal_224.jpg,"lovers being pulled apart across space and time, warm color, close-up",-3.756356716
225,AttnGAN_normal_225.jpg,"atomic cloud fire explosion inside a snow globe, warm color, long-shot",-5.074876785
226,AttnGAN_normal_226.jpg,"an anatomically correct cybertronic human heart, cold color, close-up",-5.429028034
227,AttnGAN_normal_227.jpg,"a sketch drawing of a hamster in a fruit basket, cold color, long-shot",-7.698648453
228,AttnGAN_normal_228.jpg,"a kitten with two little goat horns on his head, warm color, blurred detail",-7.448021412
229,AttnGAN_normal_229.jpg,"a heavily bloodied horrified pretty young woman, warm color, hyper detail",-6.686035633
230,AttnGAN_normal_230.jpg,"a fantast beauty detailed elf with mermaid tail, cold color, blurred detail",-7.038290977
231,AttnGAN_normal_231.jpg,"a dramatic photo of a lion made of cotton candy, cold color, hyper detail",-4.811636448
232,AttnGAN_normal_232.jpg,"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",-6.03742981
233,AttnGAN_normal_233.jpg,"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",-1.838471651
234,AttnGAN_normal_234.jpg,"a mechanical human arm sticking out of the earth, cold color, soft lighting",-5.63180685
235,AttnGAN_normal_235.jpg,"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",-7.185121536
236,AttnGAN_normal_236.jpg,"short - haired short butch tomboy blonde engineer, top view, close-up",-4.107604504
237,AttnGAN_normal_237.jpg,"portrait of terrified green ball gown young woman, top view, long-shot",-7.568233013
238,AttnGAN_normal_238.jpg,"many bodies floating in an infinite lake of blood, elevation view, close-up",-6.246972084
239,AttnGAN_normal_239.jpg,"a small grassland nestled in the hollow of a tree, elevation view, long-shot",-6.331421375
240,AttnGAN_normal_240.jpg,"photoreal portrait of a futuristic intricate robot, top view, blurred detail",-2.908286095
241,AttnGAN_normal_241.jpg,"breaking moon as seen from the surface of the moon, top view, hyper detail",-7.040492058
242,AttnGAN_normal_242.jpg,"a living room with a black and white chevron floor, elevation view, blurred detail",-6.899348259
243,AttnGAN_normal_243.jpg,"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",-7.587725639
244,AttnGAN_normal_244.jpg,"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",-7.565791607
245,AttnGAN_normal_245.jpg,"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",-7.487660885
246,AttnGAN_normal_246.jpg,"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",-5.942542553
247,AttnGAN_normal_247.jpg,"a saint noble high priestess pray for god in church, elevation view, HDR lighting",-7.55395937
248,AttnGAN_normal_248.jpg,"a redhair beautiful girl wearing brown olive dress, close-up, blurred detail",-6.756812096
249,AttnGAN_normal_249.jpg,"a female elven warrior wearing platinum breastplate, close-up, hyper detail",-5.118814468
250,AttnGAN_normal_250.jpg,"a dramatic photo of a mountain made of layered cake, long-shot, blurred detail",-0.222403198
251,AttnGAN_normal_251.jpg,"a brain with eyeballs peaking out between the folds, long-shot, hyper detail",-7.586048603
252,AttnGAN_normal_252.jpg,"a bokeh photo of a zombie gardener admiring flowers, close-up, soft lighting",-7.071205139
253,AttnGAN_normal_253.jpg,"a biomechanical cyborg torso abandoned in a factory, close-up, HDR lighting",-7.476258755
254,AttnGAN_normal_254.jpg,"portrait of beautiful woman with magical nebula hair, long-shot, soft lighting",-7.313541412
255,AttnGAN_normal_255.jpg,"magician god holding a divine staff character design, long-shot, HDR lighting",-7.466168404
256,AttnGAN_normal_256.jpg,"full length portrait of a beautiful woman with horns, blurred detail, soft lighting",-6.13667202
257,AttnGAN_normal_257.jpg,"dragons flyring around a snowcapped fantasy mountain, blurred detail, HDR lighting",-5.576478004
258,AttnGAN_normal_258.jpg,"black broken armor and helmet laying in wild flowers, hyper detail, soft lighting",-7.207826614
259,AttnGAN_normal_259.jpg,"a parade of disconnected images : a tragic supernova, hyper detail, HDR lighting",-4.275648117
260,AttnGAN_normal_260.jpg,"mickey mouse head automaton held by a mechanical claw, warm color, top view, anime style",-7.281125069
261,AttnGAN_normal_261.jpg,"epic vessel cage armor of interdimensional adventurer, warm color, elevation view, sci-fi style",0.863208711
262,AttnGAN_normal_262.jpg,"edwardian headshot photograph of a pale russian woman, cold color, top view, realistic style",-6.751169205
263,AttnGAN_normal_263.jpg,"cute animal character sleeping in the space station, cold color, elevation view, abstract style",-2.043556213
264,AttnGAN_normal_264.jpg,"a hyper intricate oil portrait red cathedral interior, warm color, close-up, baroque style",-6.504898548
265,AttnGAN_normal_265.jpg,"a blue anatomically correct human brain made of metal, warm color, long-shot, anime style",-6.980929375
266,AttnGAN_normal_266.jpg,"scottish stone cairn inside a glass jar buried in sand, cold color, close-up, sci-fi style",-6.581092358
267,AttnGAN_normal_267.jpg,"beautiful viking woman surrounded by treasure and gold, cold color, long-shot, realistic style",-7.152296066
268,AttnGAN_normal_268.jpg,"spaceport on a vast desert planet with ships taking off, warm color, blurred detail, abstract style",-6.062786102
269,AttnGAN_normal_269.jpg,"poignant portrait of an older man remembering his youth, warm color, hyper detail, baroque style",-7.163393497
270,AttnGAN_normal_270.jpg,"european woodcut of a wooden sailing vessel on a stormy, cold color, blurred detail, anime style",-7.592366219
271,AttnGAN_normal_271.jpg,"the gold skull coming out from open cracked marble head, cold color, hyper detail, sci-fi style",-4.714377403
272,AttnGAN_normal_272.jpg,"frontal portrait of female adult twins in the apocalypse, warm color, soft lighting, realistic style",-0.914799571
273,AttnGAN_normal_273.jpg,"exploring an epic organic and colourful underground city, warm color, HDR lighting, abstract style",-4.79688549
274,AttnGAN_normal_274.jpg,"angled photograph of an abandoned train cart during dusk, cold color, soft lighting, baroque style",-7.690320969
275,AttnGAN_normal_275.jpg,"a vibrant emotional key shot of cute australian shepherd, cold color, HDR lighting, anime style",-7.089109898
276,AttnGAN_normal_276.jpg,"portrait photo still of a spooky scarecrow holding a gift, top view, close-up, sci-fi style",-6.107642174
277,AttnGAN_normal_277.jpg,"plasticine sculptures of two lovers walking through paris, top view, long-shot, realistic style",-7.047577858
278,AttnGAN_normal_278.jpg,"dark grey skinned female goblin with an oversized red axe, elevation view, close-up, abstract style",-5.527702808
279,AttnGAN_normal_279.jpg,"table with everything ready for 5 o'clock at flower garden, elevation view, long-shot, baroque style",-7.153731346
280,AttnGAN_normal_280.jpg,"rats in tuxedos drinking champagne in bubbles in the space, top view, blurred detail, anime style",-7.700374126
281,AttnGAN_normal_281.jpg,"portrait of a philippine character in a scenic environment, top view, hyper detail, sci-fi style",-6.825522423
282,AttnGAN_normal_282.jpg,"strange mythical plankton near a waterfall trying to escape, elevation view, blurred detail, realistic style",-3.01963973
283,AttnGAN_normal_283.jpg,"steampunk pocketwatch owl inside a glass jar buried in sand, elevation view, hyper detail, abstract style",-6.646016121
284,AttnGAN_normal_284.jpg,"portrait of beautiful female supermodel wearing olive dress, top view, soft lighting, baroque style",-7.396452904
285,AttnGAN_normal_285.jpg,"portrait of an aesthetic kawaii goth woman with long dreads, top view, HDR lighting, anime style",-7.3018713
286,AttnGAN_normal_286.jpg,"an epic artistic colourful natural scene on an alien planet, elevation view, soft lighting, sci-fi style",0.448839754
287,AttnGAN_normal_287.jpg,"cute anthropomorphic lizard person portrait symmetrical axis, elevation view, HDR lighting, realistic style",-3.141654015
288,AttnGAN_normal_288.jpg,"a beautiful painting of old golden samovars of russian empire, close-up, blurred detail, abstract style",-6.932881832
289,AttnGAN_normal_289.jpg,"portrait photo of a scientist deformed by some unknown disease, close-up, hyper detail, baroque style",-7.509814262
290,AttnGAN_normal_290.jpg,"a portrait of girl chronomancer glass jewelry padlocks fantasy, long-shot, blurred detail, anime style",-6.614757061
291,AttnGAN_normal_291.jpg,"oil painting portrait of anthropomorphic female green fox animal, long-shot, hyper detail, sci-fi style",-7.619850159
292,AttnGAN_normal_292.jpg,"a translucent bioluminescent ctenophore floating deep in the sea, close-up, soft lighting, realistic style",-6.618037701
293,AttnGAN_normal_293.jpg,"futuristic robot alien invasion award winning pixar movie poster , close-up, HDR lighting, abstract style",-3.539917469
294,AttnGAN_normal_294.jpg,"anthropomorphic thresher shark in knight armor dropping his sword, long-shot, soft lighting, baroque style",-7.00734663
295,AttnGAN_normal_295.jpg,"depressed people standing around an hourglass with little sand left, long-shot, HDR lighting, anime style",-1.196119308
296,AttnGAN_normal_296.jpg,"bloodborne werewolf howling in yharnam with full moon in background, blurred detail, soft lighting, sci-fi style",-7.260197639
297,AttnGAN_normal_297.jpg,"cute fluffy baby cheetah lion hybrid mixed creature character concept, blurred detail, HDR lighting, realistic style",-7.015388012
